5.656548000000000320e+04 1.823589763105745831e+00 2.105998930397056323e+00
5.659793849999999657e+04 1.566508394919157166e+00 1.741018183505840922e+00
5.662745466666665743e+04 8.199321786525934908e-01 1.051489382632130765e+00
5.691852050000001327e+04 2.095737463851493398e+00 2.534913417676396552e+00
5.695849633333333622e+04 2.252712537066774878e+00 2.796083138067498641e+00
5.697944533333333675e+04 1.440145063211663912e+00 1.782271373800115244e+00
5.702045500000000175e+04 1.254881643210260744e+00 1.758638548462435391e+00
5.724460099999999511e+04 1.743657927100355165e+00 1.925167313475587116e+00
5.728371766666666372e+04 1.649560126853556907e+00 1.843366740316572550e+00
5.730681950000001234e+04 1.844758564909438237e+00 1.995863406393775463e+00
5.734142849999998725e+04 4.264926266915732178e+00 6.291038061000005399e+00
5.736944950000000244e+04 2.280751597250070706e+00 2.529452119545309241e+00
5.762675099999999657e+04 1.652208664942622862e+00 1.923056553458504014e+00
5.765933679999999731e+04 2.421707608123554678e+00 2.699480810195958203e+00
5.769443599999998696e+04 1.832636014357590382e+00 2.194383046040848217e+00
5.771846266666668089e+04 2.915827065719187150e+00 3.245885674555610390e+00
5.798911308333332272e+04 2.089772988879710969e+00 2.285267780760400935e+00
5.804874716666668246e+04 2.232353753032990884e+00 2.567127059331541616e+00
5.807643099999999686e+04 2.456451518681217028e+00 2.736313830381486234e+00
5.811045549999999639e+04 1.947838311474515249e+00 2.293333122769343646e+00
5.828921749999999884e+04 2.432959574984504769e+00 2.735590788913694560e+00
5.836554466666666121e+04 2.533655377060804348e+00 2.842775228494989204e+00
5.839842166666667617e+04 1.999762488378366010e+00 2.238934156570195455e+00
5.843043633333333855e+04 1.804400317872985049e+00 2.055463628860064063e+00
