0.000000000000000000e+00 3.058772683143615723e-01 8.065903186798095703e-02 0.000000000000000000e+00
2.105468750000000000e+00 3.768921494483947754e-01 8.636265993118286133e-02 0.000000000000000000e+00
3.960937500000000000e+00 3.855447173118591309e-01 7.722062617540359497e-02 0.000000000000000000e+00
7.140625000000000000e+00 3.710485696792602539e-01 7.844214141368865967e-02 0.000000000000000000e+00
1.305468750000000000e+01 4.168424010276794434e-01 7.714407891035079956e-02 0.000000000000000000e+00
1.603906250000000000e+01 7.954722642898559570e-01 9.135223180055618286e-02 0.000000000000000000e+00
2.107421875000000000e+01 4.842754900455474854e-01 9.300979226827621460e-02 0.000000000000000000e+00
2.605859375000000000e+01 3.292399644851684570e-01 9.627129882574081421e-02 0.000000000000000000e+00
3.493750000000000000e+01 3.902604579925537109e-01 7.724717259407043457e-02 0.000000000000000000e+00
4.503515625000000000e+01 3.585293591022491455e-01 7.847981899976730347e-02 0.000000000000000000e+00
5.796875000000000000e+01 4.318114817142486572e-01 9.295691549777984619e-02 0.000000000000000000e+00
5.895312500000000000e+01 6.117027401924133301e-01 1.061493977904319763e-01 0.000000000000000000e+00
6.196484375000000000e+01 5.271689891815185547e-01 7.929298281669616699e-02 0.000000000000000000e+00
6.691796875000000000e+01 6.901571750640869141e-01 8.098091185092926025e-02 0.000000000000000000e+00
2.742148437500000000e+02 1.455290615558624268e-01 9.885931015014648438e-02 0.000000000000000000e+00
2.791601562500000000e+02 3.899415209889411926e-02 7.931211590766906738e-02 0.000000000000000000e+00
2.831210937500000000e+02 5.746937170624732971e-02 1.320518851280212402e-01 0.000000000000000000e+00
2.881210937500000000e+02 -1.238843426108360291e-01 2.012155055999755859e-01 0.000000000000000000e+00
2.950429687500000000e+02 -3.441892862319946289e-01 2.012145519256591797e-01 0.000000000000000000e+00
2.990507812500000000e+02 -1.964277327060699463e-01 1.251255273818969727e-01 0.000000000000000000e+00
3.030703125000000000e+02 -2.782295346260070801e-01 1.310677528381347656e-01 0.000000000000000000e+00
3.110429687500000000e+02 -3.546477258205413818e-01 1.313544660806655884e-01 0.000000000000000000e+00
3.150312500000000000e+02 -3.961680829524993896e-01 1.458554416894912720e-01 0.000000000000000000e+00
3.261914062500000000e+02 -1.247559394687414169e-02 1.329817771911621094e-01 0.000000000000000000e+00
3.299843750000000000e+02 7.741996645927429199e-02 1.190874949097633362e-01 0.000000000000000000e+00
3.379687500000000000e+02 -1.266388297080993652e-01 9.258764237165451050e-02 0.000000000000000000e+00
3.429062500000000000e+02 -1.616027951240539551e-02 1.829081624746322632e-01 0.000000000000000000e+00
3.499257812500000000e+02 -4.151394069194793701e-01 1.468602120876312256e-01 0.000000000000000000e+00
3.509492187500000000e+02 -1.080014184117317200e-01 1.957442909479141235e-01 0.000000000000000000e+00
3.639257812500000000e+02 1.221629604697227478e-01 1.182308271527290344e-01 0.000000000000000000e+00
3.709804687500000000e+02 1.162812337279319763e-01 1.286992579698562622e-01 0.000000000000000000e+00
3.809296875000000000e+02 1.613193005323410034e-01 1.348070502281188965e-01 0.000000000000000000e+00
3.850156250000000000e+02 3.646605014801025391e-01 1.148922890424728394e-01 0.000000000000000000e+00
3.889375000000000000e+02 5.767496824264526367e-01 1.105838343501091003e-01 0.000000000000000000e+00
3.959414062500000000e+02 1.503490656614303589e-01 1.111281067132949829e-01 0.000000000000000000e+00
4.029687500000000000e+02 1.666429191827774048e-01 1.130514964461326599e-01 0.000000000000000000e+00
4.109531250000000000e+02 1.909671537578105927e-02 1.229313910007476807e-01 0.000000000000000000e+00
4.169453125000000000e+02 3.386973440647125244e-01 9.687780402600765228e-03 0.000000000000000000e+00
4.179335937500000000e+02 2.061031907796859741e-01 1.267711520195007324e-01 0.000000000000000000e+00
4.219726562500000000e+02 2.899834513664245605e-01 9.696782380342483521e-02 0.000000000000000000e+00
4.288867187500000000e+02 3.364662230014801025e-01 1.499616205692291260e-01 0.000000000000000000e+00
6.232421875000000000e+02 6.939297914505004883e-02 9.914424270391464233e-02 0.000000000000000000e+00
6.272421875000000000e+02 1.077567785978317261e-01 9.020966291427612305e-02 0.000000000000000000e+00
6.401484375000000000e+02 7.240574061870574951e-02 1.063408032059669495e-01 0.000000000000000000e+00
6.481953125000000000e+02 -1.319208741188049316e-01 1.150294244289398193e-01 0.000000000000000000e+00
6.561562500000000000e+02 1.197573915123939514e-01 9.059140086174011230e-02 0.000000000000000000e+00
6.630859375000000000e+02 2.215281724929809570e-01 7.634027302265167236e-02 0.000000000000000000e+00
6.790820312500000000e+02 4.497094750404357910e-01 1.058990806341171265e-01 0.000000000000000000e+00
6.851757812500000000e+02 4.781300127506256104e-01 4.141805320978164673e-02 0.000000000000000000e+00
6.921875000000000000e+02 6.578345894813537598e-01 9.212089329957962036e-02 0.000000000000000000e+00
6.961210937500000000e+02 8.646587729454040527e-01 8.595741540193557739e-02 0.000000000000000000e+00
7.091679687500000000e+02 8.458577990531921387e-01 7.755120843648910522e-02 0.000000000000000000e+00
7.161679687500000000e+02 8.234218955039978027e-01 7.601872831583023071e-02 0.000000000000000000e+00
7.238828125000000000e+02 8.620896339416503906e-01 7.417970150709152222e-02 0.000000000000000000e+00
7.279882812500000000e+02 7.513909935951232910e-01 1.260995417833328247e-01 0.000000000000000000e+00
7.439609375000000000e+02 5.106938481330871582e-01 9.533572942018508911e-02 0.000000000000000000e+00
7.479335937500000000e+02 4.215812981128692627e-01 1.454017013311386108e-01 0.000000000000000000e+00
7.539218750000000000e+02 1.006443858146667480e+00 7.495472580194473267e-02 0.000000000000000000e+00
7.549218750000000000e+02 7.467951774597167969e-01 8.168216794729232788e-02 0.000000000000000000e+00
7.620195312500000000e+02 1.721641570329666138e-01 1.245185211300849915e-01 0.000000000000000000e+00
7.690117187500000000e+02 5.164556503295898438e-01 1.045810058712959290e-01 0.000000000000000000e+00
7.760273437500000000e+02 5.082371830940246582e-01 4.753099381923675537e-02 0.000000000000000000e+00
7.829375000000000000e+02 2.953397631645202637e-01 7.061211019754409790e-02 0.000000000000000000e+00
7.898867187500000000e+02 -1.644083857536315918e-01 1.235067620873451233e-01 0.000000000000000000e+00
7.969921875000000000e+02 -2.175524979829788208e-01 1.123387590050697327e-01 0.000000000000000000e+00
8.018828125000000000e+02 4.017779231071472168e-01 9.405453503131866455e-02 0.000000000000000000e+00
9.852734375000000000e+02 -4.256503283977508545e-01 1.088848784565925598e-01 0.000000000000000000e+00
9.912617187500000000e+02 -5.571166872978210449e-01 2.024834305047988892e-01 0.000000000000000000e+00
1.001214843750000000e+03 -8.600261807441711426e-01 1.757409125566482544e-01 0.000000000000000000e+00
1.012191406250000000e+03 -2.258316278457641602e-01 1.352584809064865112e-01 0.000000000000000000e+00
1.014085937500000000e+03 -4.931754171848297119e-01 1.264984309673309326e-01 0.000000000000000000e+00
1.022117187500000000e+03 1.333628501743078232e-02 1.406093239784240723e-01 0.000000000000000000e+00
1.038167968750000000e+03 -1.266620010137557983e-01 1.415510624647140503e-01 0.000000000000000000e+00
1.039003906250000000e+03 1.296652257442474365e-01 3.209978938102722168e-01 0.000000000000000000e+00
1.040027343750000000e+03 -5.984748005867004395e-01 1.311677694320678711e-01 0.000000000000000000e+00
1.047207031250000000e+03 -8.926104307174682617e-01 1.336455494165420532e-01 0.000000000000000000e+00
1.051082031250000000e+03 -7.225847244262695312e-01 1.560098379850387573e-01 0.000000000000000000e+00
1.060972656250000000e+03 -1.226154565811157227e+00 1.404665857553482056e-01 0.000000000000000000e+00
1.065062500000000000e+03 -1.078414082527160645e+00 1.357332170009613037e-01 0.000000000000000000e+00
1.067925781250000000e+03 -1.009195566177368164e+00 1.263238638639450073e-01 0.000000000000000000e+00
1.075148437500000000e+03 -1.173236727714538574e+00 1.157032847404479980e-01 0.000000000000000000e+00
1.081164062500000000e+03 -1.296458005905151367e+00 1.207310333847999573e-01 0.000000000000000000e+00
1.091089843750000000e+03 -1.652034521102905273e+00 1.285661906003952026e-01 0.000000000000000000e+00
1.101035156250000000e+03 -1.620293259620666504e+00 8.930706232786178589e-02 0.000000000000000000e+00
1.108097656250000000e+03 -1.457473397254943848e+00 5.330295860767364502e-02 0.000000000000000000e+00
1.110898437500000000e+03 -1.534706592559814453e+00 1.134429126977920532e-01 0.000000000000000000e+00
1.121000000000000000e+03 -1.414428591728210449e+00 9.645850211381912231e-02 0.000000000000000000e+00
1.125000000000000000e+03 -1.209341406822204590e+00 9.726682305335998535e-02 0.000000000000000000e+00
1.130007812500000000e+03 -1.192877888679504395e+00 9.272234886884689331e-02 0.000000000000000000e+00
1.136988281250000000e+03 -1.413204669952392578e+00 9.196323901414871216e-02 0.000000000000000000e+00
1.143917968750000000e+03 -1.496201753616333008e+00 1.181211471557617188e-01 0.000000000000000000e+00
1.160996093750000000e+03 -1.014109015464782715e+00 8.393178135156631470e-02 0.000000000000000000e+00
1.359265625000000000e+03 -1.854174375534057617e+00 6.810761243104934692e-02 0.000000000000000000e+00
1.363230468750000000e+03 -1.796143412590026855e+00 1.074982136487960815e-01 0.000000000000000000e+00
1.369183593750000000e+03 -1.716807842254638672e+00 4.541853442788124084e-02 0.000000000000000000e+00
1.373218750000000000e+03 -1.788811564445495605e+00 4.054486379027366638e-02 0.000000000000000000e+00
1.379160156250000000e+03 -1.909486889839172363e+00 6.781994551420211792e-02 0.000000000000000000e+00
1.389199218750000000e+03 -2.102436304092407227e+00 5.251079797744750977e-02 0.000000000000000000e+00
1.391253906250000000e+03 -1.735115408897399902e+00 3.276298046112060547e-01 0.000000000000000000e+00
1.396117187500000000e+03 -2.018615484237670898e+00 4.274461045861244202e-02 0.000000000000000000e+00
1.403019531250000000e+03 -2.000972270965576172e+00 3.949144482612609863e-02 0.000000000000000000e+00
1.417015625000000000e+03 -1.630484580993652344e+00 1.051534190773963928e-01 0.000000000000000000e+00
1.422011718750000000e+03 -1.642797231674194336e+00 4.511299729347229004e-02 0.000000000000000000e+00
1.423015625000000000e+03 -1.581209182739257812e+00 7.330548763275146484e-02 0.000000000000000000e+00
1.423949218750000000e+03 -1.741745471954345703e+00 2.995302341878414154e-02 0.000000000000000000e+00
1.430929687500000000e+03 -6.141076683998107910e-01 6.779915839433670044e-02 0.000000000000000000e+00
1.431925781250000000e+03 -1.744793653488159180e+00 7.695674151182174683e-02 0.000000000000000000e+00
1.435214843750000000e+03 -7.659088969230651855e-01 4.273144006729125977e-01 0.000000000000000000e+00
1.439062500000000000e+03 -1.761454820632934570e+00 8.583115041255950928e-02 0.000000000000000000e+00
1.446046875000000000e+03 -1.859147667884826660e+00 5.251090601086616516e-02 0.000000000000000000e+00
1.450140625000000000e+03 -9.094821810722351074e-01 4.053094983100891113e-02 0.000000000000000000e+00
1.450976562500000000e+03 -9.986199736595153809e-01 6.804417073726654053e-02 0.000000000000000000e+00
1.451878906250000000e+03 -5.862677097320556641e-01 6.495732814073562622e-02 0.000000000000000000e+00
1.452878906250000000e+03 -1.870823264122009277e+00 7.487066090106964111e-02 0.000000000000000000e+00
1.455976562500000000e+03 -1.626791000366210938e+00 3.018834814429283142e-02 0.000000000000000000e+00
1.456902343750000000e+03 -1.267865657806396484e+00 7.152805477380752563e-02 0.000000000000000000e+00
1.457886718750000000e+03 -1.626343965530395508e+00 6.911058723926544189e-02 0.000000000000000000e+00
1.460875000000000000e+03 -2.187832355499267578e+00 4.707575440406799316e-01 0.000000000000000000e+00
1.464902343750000000e+03 -1.802007436752319336e+00 1.172217726707458496e-01 0.000000000000000000e+00
1.474996093750000000e+03 -1.852281928062438965e+00 7.482714951038360596e-02 0.000000000000000000e+00
1.482019531250000000e+03 -1.655324697494506836e+00 6.933309137821197510e-02 0.000000000000000000e+00
1.486894531250000000e+03 -1.497303009033203125e+00 9.440035372972488403e-02 0.000000000000000000e+00
1.491976562500000000e+03 -1.380578756332397461e+00 6.278695166110992432e-02 0.000000000000000000e+00
1.495886718750000000e+03 -1.488420009613037109e+00 3.235814571380615234e-01 0.000000000000000000e+00
1.496917968750000000e+03 -1.195714831352233887e+00 1.237733736634254456e-01 0.000000000000000000e+00
1.505976562500000000e+03 -1.508189439773559570e+00 5.563515797257423401e-02 0.000000000000000000e+00
1.507050781250000000e+03 -3.822430074214935303e-01 4.105183482170104980e-01 0.000000000000000000e+00
1.508054687500000000e+03 -1.494508981704711914e+00 2.263617664575576782e-01 0.000000000000000000e+00
1.509054687500000000e+03 -1.515864729881286621e+00 1.798734515905380249e-01 0.000000000000000000e+00
1.510054687500000000e+03 -1.116576194763183594e+00 1.542302221059799194e-01 0.000000000000000000e+00
1.511031250000000000e+03 -1.120204329490661621e+00 6.107096746563911438e-02 0.000000000000000000e+00
