5.626414949049999996e+04 1.765007038236482417e+00 4.908432587081938692e-02
5.626625274899999931e+04 1.818659359319178437e+00 5.864836552508619072e-02
5.626811111030000757e+04 1.859016844428245330e+00 3.739800012368973275e-02
5.627128726980000647e+04 1.824511097077559318e+00 3.956132474881402655e-02
5.627720169470000110e+04 1.877032943772861229e+00 3.533262990283568550e-02
5.628018804180000006e+04 2.002043094671722478e+00 7.206745147052143197e-02
5.628522132599999895e+04 1.957390983158080466e+00 8.454586130853818104e-02
5.629020610080000188e+04 1.915168615630193472e+00 8.084599407344096600e-02
5.629908432430000539e+04 1.894791286042547762e+00 3.742067370718009378e-02
5.630918440900000132e+04 1.922084745534463845e+00 4.069421156986551685e-02
5.632211669819999952e+04 1.976537664308794850e+00 8.159848453269305524e-02
5.632611455119999300e+04 2.092570939144583697e+00 4.293005054287884342e-02
5.633106714959999226e+04 2.093525262823968003e+00 4.383542892974188337e-02
5.653836500581000291e+04 2.556144625210953869e+00 4.306182685460512027e-02
5.654330992212999990e+04 2.490137867993960530e+00 3.999534944778503770e-02
5.654726765105999948e+04 2.381142256542065017e+00 3.914104587200284424e-02
5.655227120989999821e+04 2.439452762627786875e+00 1.146049243443276189e-01
5.655919049087999883e+04 2.221896874448330284e+00 8.894697013609158265e-02
5.656320016983000096e+04 2.454823755458415135e+00 4.145880829607426210e-02
5.656721913497000060e+04 2.449114777661486997e+00 3.412717037939459047e-02
5.657519140632000199e+04 2.431653833173331503e+00 3.975009698895668603e-02
5.657918083528999705e+04 2.509804396556196693e+00 6.975712923648261232e-02
5.659034093205999670e+04 2.379897824797728489e+00 3.248113884122912076e-02
5.659413254718999815e+04 2.662385460511450308e+00 4.519898896561449358e-02
5.660211855271999957e+04 2.580285274018544683e+00 3.843825922758880437e-02
5.660705546812000102e+04 2.771281647524597602e+00 1.107306460122466918e-01
5.661407312372000160e+04 2.477026025466116721e+00 1.119773538930959739e-01
5.661509609035000176e+04 2.959123914269672362e+00 1.781985233727015894e-01
5.662807588396000210e+04 2.658037929081575435e+00 3.111857227473363921e-02
5.663512748406999890e+04 2.498601163330935293e+00 3.897261522172078274e-02
5.664507767536999745e+04 2.389280829186813282e+00 7.099470708899781324e-02
5.664916554830999667e+04 2.509297223923481202e+00 5.593898194716291628e-02
