5.659776311111111136e+04 7.394291766547946843e-01 1.229908373793144605e-01
5.662645400000000518e+04 5.678862552125433227e-01 1.356852606242027193e-01
5.691797216666668101e+04 7.325800498751918743e-01 6.445630877375915779e-02
5.695842199999999866e+04 8.618454464751463817e-01 1.218992221073111615e-01
5.698044533333333675e+04 7.686955946702438425e-01 7.742632356081231848e-02
5.702145500000000175e+04 8.215690801485837635e-01 1.187989779511695182e-01
5.724714787500000239e+04 8.061082843781356422e-01 6.070132304725005951e-02
5.728305971428571502e+04 8.260693172947584095e-01 6.951061423414309215e-02
5.730674733333331824e+04 9.120182640177372235e-01 1.371603999158697018e-01
5.734043250000000262e+04 7.010231048448911650e-01 2.301042849486105157e-01
5.736944700000000012e+04 1.012220795127515505e+00 1.062595056830913653e-01
5.762862337500000285e+04 9.115681616138116006e-01 4.416709632614693182e-02
5.765752599999999802e+04 8.279009561885223301e-01 5.284272268073159085e-02
5.769410266666668031e+04 8.340552771255180797e-01 4.982119358261719033e-02
5.771945283333332191e+04 7.845865509969370821e-01 5.714230366831969665e-02
5.798910299999999552e+04 7.342991654175772265e-01 4.755363473989587114e-02
5.804604220000000350e+04 6.442502673927924528e-01 5.452701624822152426e-02
5.807348950000000332e+04 5.246801542132915053e-01 7.725186443739688602e-02
5.810945350000000326e+04 6.263619757586544878e-01 6.509333766982833280e-02
5.829376174999999057e+04 9.132650581741136309e-01 5.811028376219605496e-02
5.836600650000000314e+04 1.022002276394079257e+00 1.021755405491155816e-01
5.839842733333331853e+04 8.270750042803008961e-01 5.822819983202248001e-02
5.843144266666667681e+04 1.030736884613183024e+00 1.003537191496959718e-01
